"","Atrophy","Cog","DX","MedPath","Paths","Sig","LCI","UCI","mean","se"
"570","Atrophy_MediatTemporal","ADNI_MEM","EMCI","b","Tau to Atrophy","1",-0.000162,-9e-06,-9.5e-05,3.8e-05
"571","Atrophy_MediatTemporal","ADNI_MEM","LMCI","b","Tau to Atrophy","1",-0.000239,-1.9e-05,-0.000109,5.5e-05
"572","Atrophy_MediatTemporal","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-0.000148,-4.7e-05,-9.8e-05,2.5e-05
"573","Atrophy_MediatTemporal","ADNI_EF","NL","b","Tau to Atrophy","0",-0.000104,7.8e-05,-1e-05,4.7e-05
"574","Atrophy_MediatTemporal","ADNI_EF","EMCI","b","Tau to Atrophy","1",-0.000162,-9e-06,-9.5e-05,3.8e-05
"575","Atrophy_MediatTemporal","ADNI_EF","LMCI","b","Tau to Atrophy","1",-0.000239,-1.9e-05,-0.000109,5.5e-05
"576","Atrophy_MediatTemporal","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-0.000148,-4.7e-05,-9.8e-05,2.5e-05
"577","Atrophy_ParahippoGyrus","ADNI_MEM","NL","b","Tau to Atrophy","0",-9.4e-05,4e-05,-3e-05,3.4e-05
"578","Atrophy_ParahippoGyrus","ADNI_MEM","EMCI","b","Tau to Atrophy","0",-0.000116,6e-06,-6.5e-05,3.2e-05
"579","Atrophy_ParahippoGyrus","ADNI_MEM","LMCI","b","Tau to Atrophy","1",-0.00022,-3.6e-05,-0.000117,4.6e-05
"580","Atrophy_ParahippoGyrus","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-0.00014,-5.6e-05,-9.6e-05,2.1e-05
"581","Atrophy_ParahippoGyrus","ADNI_EF","NL","b","Tau to Atrophy","0",-9.4e-05,4e-05,-3e-05,3.4e-05
"582","Atrophy_ParahippoGyrus","ADNI_EF","EMCI","b","Tau to Atrophy","0",-0.000116,6e-06,-6.5e-05,3.2e-05
"583","Atrophy_ParahippoGyrus","ADNI_EF","LMCI","b","Tau to Atrophy","1",-0.00022,-3.6e-05,-0.000117,4.6e-05
"584","Atrophy_ParahippoGyrus","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-0.00014,-5.6e-05,-9.6e-05,2.1e-05
"585","Atrophy_PostCingulate","ADNI_MEM","NL","b","Tau to Atrophy","0",-6.4e-05,0.00015,4.3e-05,5.5e-05
"586","Atrophy_PostCingulate","ADNI_MEM","EMCI","b","Tau to Atrophy","0",-0.000112,7.8e-05,-2.2e-05,4.8e-05
"587","Atrophy_PostCingulate","ADNI_MEM","LMCI","b","Tau to Atrophy","1",-0.000291,-4.9e-05,-0.000158,6.4e-05
"588","Atrophy_PostCingulate","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-0.000113,-4e-06,-5.9e-05,3e-05
"589","Atrophy_PostCingulate","ADNI_EF","NL","b","Tau to Atrophy","0",-6.4e-05,0.00015,4.3e-05,5.5e-05
"590","Atrophy_PostCingulate","ADNI_EF","EMCI","b","Tau to Atrophy","0",-0.000112,7.8e-05,-2.2e-05,4.8e-05
"591","Atrophy_PostCingulate","ADNI_EF","LMCI","b","Tau to Atrophy","1",-0.000291,-4.9e-05,-0.000158,6.4e-05
"592","Atrophy_PostCingulate","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-0.000113,-4e-06,-5.9e-05,3e-05
"593","Atrophy_SLF_PT","ADNI_MEM","NL","b","Tau to Atrophy","0",-0.000112,3.6e-05,-3.2e-05,3.9e-05
"594","Atrophy_SLF_PT","ADNI_MEM","EMCI","b","Tau to Atrophy","0",-8.9e-05,3.3e-05,-3.1e-05,3.2e-05
"595","Atrophy_SLF_PT","ADNI_MEM","LMCI","b","Tau to Atrophy","1",-0.000201,-9e-06,-0.000102,4.8e-05
"596","Atrophy_SLF_PT","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-0.000114,-2.6e-05,-7e-05,2.3e-05
"597","Atrophy_SLF_PT","ADNI_EF","NL","b","Tau to Atrophy","0",-0.000112,3.6e-05,-3.2e-05,3.9e-05
"598","Atrophy_SLF_PT","ADNI_EF","EMCI","b","Tau to Atrophy","0",-8.9e-05,3.3e-05,-3.1e-05,3.2e-05
"599","Atrophy_SLF_PT","ADNI_EF","LMCI","b","Tau to Atrophy","1",-0.000201,-9e-06,-0.000102,4.8e-05
"600","Atrophy_SLF_PT","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-0.000114,-2.6e-05,-7e-05,2.3e-05
"601","Atrophy_Splenium","ADNI_MEM","NL","b","Tau to Atrophy","0",-5e-06,9e-05,4.2e-05,2.4e-05
"602","Atrophy_Splenium","ADNI_MEM","EMCI","b","Tau to Atrophy","0",-6.1e-05,4.9e-05,-9e-06,2.9e-05
"603","Atrophy_Splenium","ADNI_MEM","LMCI","b","Tau to Atrophy","1",-0.000266,-5.8e-05,-0.000159,5.4e-05
"604","Atrophy_Splenium","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-0.000105,-1.3e-05,-5.9e-05,2.3e-05
"605","Atrophy_Splenium","ADNI_EF","NL","b","Tau to Atrophy","0",-5e-06,9e-05,4.2e-05,2.4e-05
"606","Atrophy_Splenium","ADNI_EF","EMCI","b","Tau to Atrophy","0",-6.1e-05,4.9e-05,-9e-06,2.9e-05
"607","Atrophy_Splenium","ADNI_EF","LMCI","b","Tau to Atrophy","1",-0.000266,-5.8e-05,-0.000159,5.4e-05
"608","Atrophy_Splenium","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-0.000105,-1.3e-05,-5.9e-05,2.3e-05
"609","Atrophy_Thalamus","ADNI_MEM","NL","b","Tau to Atrophy","0",-3.8e-05,9.7e-05,2.6e-05,3.3e-05
"610","Atrophy_Thalamus","ADNI_MEM","EMCI","b","Tau to Atrophy","0",-6.3e-05,7.9e-05,1e-06,3.7e-05
"611","Atrophy_Thalamus","ADNI_MEM","LMCI","b","Tau to Atrophy","1",-0.000246,-6.2e-05,-0.000142,4.7e-05
"612","Atrophy_Thalamus","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-9.9e-05,-1.4e-05,-5.5e-05,2.2e-05
"613","Atrophy_Thalamus","ADNI_EF","NL","b","Tau to Atrophy","0",-3.8e-05,9.7e-05,2.6e-05,3.3e-05
"614","Atrophy_Thalamus","ADNI_EF","EMCI","b","Tau to Atrophy","0",-6.3e-05,7.9e-05,1e-06,3.7e-05
"615","Atrophy_Thalamus","ADNI_EF","LMCI","b","Tau to Atrophy","1",-0.000246,-6.2e-05,-0.000142,4.7e-05
"616","Atrophy_Thalamus","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-9.9e-05,-1.4e-05,-5.5e-05,2.2e-05
"617","Atrophy_Amygdala","ADNI_MEM","NL","b2","Tau to Cog","0",-0.000398,0.001323,0.000476,0.000416
"618","Atrophy_Amygdala","ADNI_MEM","EMCI","b2","Tau to Cog","0",-0.001727,0.000115,-0.000743,0.000496
"619","Atrophy_Amygdala","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001408,0.000522,-0.000448,0.000494
"620","Atrophy_Amygdala","ADNI_MEM","TOTAL","b2","Tau to Cog","0",-0.000897,0.000197,-0.000335,0.000276
"621","Atrophy_Amygdala","ADNI_EF","NL","b2","Tau to Cog","0",-0.002334,0.001614,-0.000278,0.001026
"622","Atrophy_Amygdala","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.001094,0.001761,0.000486,0.000729
"623","Atrophy_Amygdala","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.001853,0.001544,-0.000431,0.000888
"624","Atrophy_Amygdala","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001261,0.000863,-0.000181,0.000539
"625","Atrophy_Entorhinal","ADNI_MEM","NL","b2","Tau to Cog","0",-0.000398,0.001278,0.000441,0.000418
"626","Atrophy_Entorhinal","ADNI_MEM","EMCI","b2","Tau to Cog","0",-0.001719,0.000153,-0.000726,0.000501
"627","Atrophy_Entorhinal","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001702,0.000392,-0.000673,0.000531
"628","Atrophy_Entorhinal","ADNI_MEM","TOTAL","b2","Tau to Cog","0",-0.001091,4.6e-05,-0.000497,0.000294
"629","Atrophy_Entorhinal","ADNI_EF","NL","b2","Tau to Cog","0",-0.002319,0.001413,-0.000384,0.000966
"630","Atrophy_Entorhinal","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.000792,0.001998,0.000732,0.000714
"631","Atrophy_Entorhinal","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.002144,0.001379,-0.000654,0.00091
"632","Atrophy_Entorhinal","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001333,0.000801,-0.00026,0.00054
"633","Atrophy_Hippocampus","ADNI_MEM","NL","b2","Tau to Cog","0",-0.00041,0.001311,0.000457,0.000418
"634","Atrophy_Hippocampus","ADNI_MEM","EMCI","b2","Tau to Cog","0",-0.001795,2.6e-05,-0.000763,0.000464
"635","Atrophy_Hippocampus","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001505,0.000341,-0.000618,0.000479
"636","Atrophy_Hippocampus","ADNI_MEM","TOTAL","b2","Tau to Cog","0",-0.001015,5.6e-05,-0.000452,0.000275
"637","Atrophy_Hippocampus","ADNI_EF","NL","b2","Tau to Cog","0",-0.002417,0.001448,-0.000346,0.001016
"638","Atrophy_Hippocampus","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.001332,0.001859,0.000388,0.000791
"639","Atrophy_Hippocampus","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.002111,0.001136,-0.000758,0.000829
"640","Atrophy_Hippocampus","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001425,0.000679,-0.000357,0.000539
"641","Atrophy_Insula","ADNI_MEM","NL","b2","Tau to Cog","0",-0.000431,0.00131,0.000447,0.000427
"642","Atrophy_Insula","ADNI_MEM","EMCI","b2","Tau to Cog","1",-0.001833,-5.6e-05,-0.000859,0.000468
"643","Atrophy_Insula","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001926,0.000234,-0.00082,0.00053
"644","Atrophy_Insula","ADNI_MEM","TOTAL","b2","Tau to Cog","1",-0.001244,-0.000116,-0.000646,0.000292
"645","Atrophy_Insula","ADNI_EF","NL","b2","Tau to Cog","0",-0.002396,0.001617,-0.000314,0.001037
"646","Atrophy_Insula","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.001263,0.001606,0.00028,0.000738
"647","Atrophy_Insula","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.001863,0.001708,-0.000333,0.000913
"648","Atrophy_Insula","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001448,0.000655,-4e-04,0.000526
"649","Atrophy_LateralTemporal","ADNI_MEM","NL","b2","Tau to Cog","0",-0.000471,0.001263,0.000421,0.000427
"650","Atrophy_LateralTemporal","ADNI_MEM","EMCI","b2","Tau to Cog","0",-0.001513,0.000333,-0.000512,0.000476
"651","Atrophy_LateralTemporal","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001306,0.000643,-0.000272,0.000489
"652","Atrophy_LateralTemporal","ADNI_MEM","TOTAL","b2","Tau to Cog","0",-0.000787,0.000192,-0.000255,0.000253
"653","Atrophy_LateralTemporal","ADNI_EF","NL","b2","Tau to Cog","0",-0.00239,0.001513,-0.000363,0.001009
"654","Atrophy_LateralTemporal","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.001044,0.001703,0.000467,0.00071
"655","Atrophy_LateralTemporal","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.001675,0.001863,-6.8e-05,0.000931
"656","Atrophy_LateralTemporal","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001216,0.000872,-0.00011,0.000522
"657","Atrophy_MediatTemporal","ADNI_MEM","NL","b2","Tau to Cog","0",-0.000415,0.001285,0.000456,0.000419
"658","Atrophy_MediatTemporal","ADNI_MEM","EMCI","b2","Tau to Cog","0",-0.001652,0.000215,-0.000647,0.000502
"659","Atrophy_MediatTemporal","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.00147,0.000472,-0.000525,0.000504
"660","Atrophy_MediatTemporal","ADNI_MEM","TOTAL","b2","Tau to Cog","0",-0.000947,0.00015,-0.000381,0.000285
"661","Atrophy_MediatTemporal","ADNI_EF","NL","b2","Tau to Cog","0",-0.00229,0.001414,-0.000325,0.000964
"662","Atrophy_MediatTemporal","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.000872,0.001958,0.000669,0.000729
"663","Atrophy_MediatTemporal","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.001934,0.001566,-0.000444,0.000917
"664","Atrophy_MediatTemporal","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001216,0.000936,-0.000147,0.000536
"665","Atrophy_ParahippoGyrus","ADNI_MEM","NL","b2","Tau to Cog","0",-0.000428,0.001262,0.000429,0.000419
"666","Atrophy_ParahippoGyrus","ADNI_MEM","EMCI","b2","Tau to Cog","0",-0.001672,0.000151,-0.000687,0.000488
"667","Atrophy_ParahippoGyrus","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001409,0.00052,-0.000461,0.000491
"668","Atrophy_ParahippoGyrus","ADNI_MEM","TOTAL","b2","Tau to Cog","0",-0.000954,0.000138,-0.000373,0.000281
"669","Atrophy_ParahippoGyrus","ADNI_EF","NL","b2","Tau to Cog","0",-0.002245,0.001514,-0.000266,0.000988
"670","Atrophy_ParahippoGyrus","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.001099,0.001619,0.000362,0.000711
"671","Atrophy_ParahippoGyrus","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.001727,0.001638,-0.000208,0.000873
"672","Atrophy_ParahippoGyrus","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001249,0.000891,-0.000145,0.000527
"673","Atrophy_PostCingulate","ADNI_MEM","NL","b2","Tau to Cog","0",-0.00042,0.001276,0.000471,0.000427
"674","Atrophy_PostCingulate","ADNI_MEM","EMCI","b2","Tau to Cog","1",-0.001834,-3.7e-05,-0.000864,0.000473
"675","Atrophy_PostCingulate","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001713,0.000267,-0.000699,0.000506
"676","Atrophy_PostCingulate","ADNI_MEM","TOTAL","b2","Tau to Cog","1",-0.00124,-0.000113,-0.000647,0.000294
"677","Atrophy_PostCingulate","ADNI_EF","NL","b2","Tau to Cog","0",-0.002359,0.001503,-0.000364,0.001014
"678","Atrophy_PostCingulate","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.001274,0.001616,0.000283,0.000735
"679","Atrophy_PostCingulate","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.001635,0.001583,-0.000143,0.000832
"680","Atrophy_PostCingulate","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001394,0.000697,-0.000342,0.000517
"681","Atrophy_SLF_PT","ADNI_MEM","NL","b2","Tau to Cog","0",-0.00051,0.001292,0.00041,0.000442
"682","Atrophy_SLF_PT","ADNI_MEM","EMCI","b2","Tau to Cog","0",-0.001833,7e-05,-0.00077,0.000499
"683","Atrophy_SLF_PT","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001666,0.000324,-0.00067,0.000499
"684","Atrophy_SLF_PT","ADNI_MEM","TOTAL","b2","Tau to Cog","0",-0.001053,2.5e-05,-0.000493,0.000281
"685","Atrophy_SLF_PT","ADNI_EF","NL","b2","Tau to Cog","0",-0.002389,0.001457,-0.000344,0.000999
"686","Atrophy_SLF_PT","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.001242,0.001617,0.000338,0.000735
"687","Atrophy_SLF_PT","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.001698,0.001495,-0.000247,0.000837
"688","Atrophy_SLF_PT","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001262,0.000799,-0.00021,0.000514
"689","Atrophy_Splenium","ADNI_MEM","NL","b2","Tau to Cog","0",-0.000445,0.001293,0.000422,0.000437
"690","Atrophy_Splenium","ADNI_MEM","EMCI","b2","Tau to Cog","1",-0.00187,-4.5e-05,-0.000864,0.000477
"691","Atrophy_Splenium","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001838,0.000208,-0.000783,0.000523
"692","Atrophy_Splenium","ADNI_MEM","TOTAL","b2","Tau to Cog","1",-0.001142,-4.7e-05,-0.000562,0.000284
"693","Atrophy_Splenium","ADNI_EF","NL","b2","Tau to Cog","0",-0.002423,0.00159,-0.00033,0.001047
"694","Atrophy_Splenium","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.001316,0.001603,0.000287,0.000743
"695","Atrophy_Splenium","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.000997,0.001737,0.000243,0.000712
"696","Atrophy_Splenium","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.00127,0.000808,-0.000221,0.000507
"697","Atrophy_Thalamus","ADNI_MEM","NL","b2","Tau to Cog","0",-0.000409,0.001276,0.000443,0.000426
"698","Atrophy_Thalamus","ADNI_MEM","EMCI","b2","Tau to Cog","1",-0.001952,-2.1e-05,-0.000875,0.000498
"699","Atrophy_Thalamus","ADNI_MEM","LMCI","b2","Tau to Cog","0",-0.001684,0.000434,-0.000626,0.000535
"700","Atrophy_Thalamus","ADNI_MEM","TOTAL","b2","Tau to Cog","1",-0.001147,-2.5e-05,-0.000571,0.000288
"701","Atrophy_Thalamus","ADNI_EF","NL","b2","Tau to Cog","0",-0.002425,0.001546,-0.000375,0.001021
"702","Atrophy_Thalamus","ADNI_EF","EMCI","b2","Tau to Cog","0",-0.001296,0.001573,0.000269,0.000737
"703","Atrophy_Thalamus","ADNI_EF","LMCI","b2","Tau to Cog","0",-0.001527,0.001829,-4.7e-05,0.000865
"704","Atrophy_Thalamus","ADNI_EF","TOTAL","b2","Tau to Cog","0",-0.001378,0.000733,-0.000311,0.000522
"705","Atrophy_Amygdala","ADNI_MEM","NL","bc","Tau to Atrophy to Cog","0",-0.000246,0.000142,-3.1e-05,9.3e-05
"706","Atrophy_Amygdala","ADNI_MEM","EMCI","bc","Tau to Atrophy to Cog","0",-0.000443,0.000145,-0.000123,0.000146
"707","Atrophy_Amygdala","ADNI_MEM","LMCI","bc","Tau to Atrophy to Cog","1",-0.001037,-2.1e-05,-0.000425,0.000255
"708","Atrophy_Amygdala","ADNI_MEM","TOTAL","bc","Tau to Atrophy to Cog","1",-0.00059,-0.00015,-0.000351,0.000111
"709","Atrophy_Amygdala","ADNI_EF","NL","bc","Tau to Atrophy to Cog","0",-0.000444,0.000184,-7.5e-05,0.000152
"710","Atrophy_Amygdala","ADNI_EF","EMCI","bc","Tau to Atrophy to Cog","0",-0.000824,0.00017,-0.00021,0.000249
"711","Atrophy_Amygdala","ADNI_EF","LMCI","bc","Tau to Atrophy to Cog","0",-0.001269,0.000166,-0.000411,0.000362
"712","Atrophy_Amygdala","ADNI_EF","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000621,-3e-05,-0.000296,0.00015
"713","Atrophy_Entorhinal","ADNI_MEM","NL","bc","Tau to Atrophy to Cog","0",-0.000177,0.00018,4e-06,8.1e-05
"714","Atrophy_Entorhinal","ADNI_MEM","EMCI","bc","Tau to Atrophy to Cog","0",-0.000484,0.000127,-0.00014,0.000153
"715","Atrophy_Entorhinal","ADNI_MEM","LMCI","bc","Tau to Atrophy to Cog","0",-0.000664,9.7e-05,-0.000203,0.000201
"716","Atrophy_Entorhinal","ADNI_MEM","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000376,-4.2e-05,-0.000191,8.7e-05
"717","Atrophy_Entorhinal","ADNI_EF","NL","bc","Tau to Atrophy to Cog","0",-0.000267,0.00037,2.9e-05,0.000152
"718","Atrophy_Entorhinal","ADNI_EF","EMCI","bc","Tau to Atrophy to Cog","0",-0.001179,2.2e-05,-0.000455,0.000316
"719","Atrophy_Entorhinal","ADNI_EF","LMCI","bc","Tau to Atrophy to Cog","0",-0.000804,0.000121,-0.000179,0.000238
"720","Atrophy_Entorhinal","ADNI_EF","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000472,-3.6e-05,-0.000214,0.000113
"721","Atrophy_Hippocampus","ADNI_MEM","NL","bc","Tau to Atrophy to Cog","0",-0.000217,0.000147,-1.3e-05,8.4e-05
"722","Atrophy_Hippocampus","ADNI_MEM","EMCI","bc","Tau to Atrophy to Cog","0",-0.000393,0.000215,-0.000101,0.000151
"723","Atrophy_Hippocampus","ADNI_MEM","LMCI","bc","Tau to Atrophy to Cog","0",-0.000778,4.8e-05,-0.000257,0.000207
"724","Atrophy_Hippocampus","ADNI_MEM","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000452,-5.9e-05,-0.000234,0.000102
"725","Atrophy_Hippocampus","ADNI_EF","NL","bc","Tau to Atrophy to Cog","0",-0.000219,0.000194,-9e-06,9.7e-05
"726","Atrophy_Hippocampus","ADNI_EF","EMCI","bc","Tau to Atrophy to Cog","0",-0.000597,0.000263,-0.000109,0.000199
"727","Atrophy_Hippocampus","ADNI_EF","LMCI","bc","Tau to Atrophy to Cog","0",-0.000525,0.000458,-3.9e-05,0.000229
"728","Atrophy_Hippocampus","ADNI_EF","TOTAL","bc","Tau to Atrophy to Cog","0",-0.000336,4.9e-05,-0.000107,9.8e-05
"729","Atrophy_Insula","ADNI_MEM","NL","bc","Tau to Atrophy to Cog","0",-0.000148,0.000131,-1e-06,6.5e-05
"730","Atrophy_Insula","ADNI_MEM","EMCI","bc","Tau to Atrophy to Cog","0",-0.000132,0.000102,-7e-06,5.3e-05
"731","Atrophy_Insula","ADNI_MEM","LMCI","bc","Tau to Atrophy to Cog","0",-0.000518,0.000409,-5.6e-05,0.000229
"732","Atrophy_Insula","ADNI_MEM","TOTAL","bc","Tau to Atrophy to Cog","0",-0.000144,3.9e-05,-4.1e-05,4.6e-05
"733","Atrophy_Insula","ADNI_EF","NL","bc","Tau to Atrophy to Cog","0",-0.000296,0.000115,-3.8e-05,0.000105
"734","Atrophy_Insula","ADNI_EF","EMCI","bc","Tau to Atrophy to Cog","0",-0.000158,0.000127,-4e-06,7.2e-05
"735","Atrophy_Insula","ADNI_EF","LMCI","bc","Tau to Atrophy to Cog","0",-0.001369,0.000165,-0.000477,0.000388
"736","Atrophy_Insula","ADNI_EF","TOTAL","bc","Tau to Atrophy to Cog","0",-0.000218,5.4e-05,-6.1e-05,7e-05
"737","Atrophy_LateralTemporal","ADNI_MEM","NL","bc","Tau to Atrophy to Cog","0",-6.5e-05,0.000184,2.4e-05,6.8e-05
"738","Atrophy_LateralTemporal","ADNI_MEM","EMCI","bc","Tau to Atrophy to Cog","1",-0.000813,-3.2e-05,-0.000354,0.000204
"739","Atrophy_LateralTemporal","ADNI_MEM","LMCI","bc","Tau to Atrophy to Cog","1",-0.001253,-7.9e-05,-0.000598,0.000293
"740","Atrophy_LateralTemporal","ADNI_MEM","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000703,-0.000195,-0.000432,0.000131
"741","Atrophy_LateralTemporal","ADNI_EF","NL","bc","Tau to Atrophy to Cog","0",-0.000155,0.000197,8e-06,8.5e-05
"742","Atrophy_LateralTemporal","ADNI_EF","EMCI","bc","Tau to Atrophy to Cog","0",-0.000639,8.8e-05,-0.000191,0.000187
"743","Atrophy_LateralTemporal","ADNI_EF","LMCI","bc","Tau to Atrophy to Cog","0",-0.001803,7.4e-05,-0.000745,0.000477
"744","Atrophy_LateralTemporal","ADNI_EF","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000704,-8.2e-05,-0.000358,0.000166
"745","Atrophy_MediatTemporal","ADNI_MEM","NL","bc","Tau to Atrophy to Cog","0",-0.00019,0.00013,-1.1e-05,7.3e-05
"746","Atrophy_MediatTemporal","ADNI_MEM","EMCI","bc","Tau to Atrophy to Cog","0",-0.000579,5.3e-05,-0.000218,0.000162
"747","Atrophy_MediatTemporal","ADNI_MEM","LMCI","bc","Tau to Atrophy to Cog","1",-0.000847,-3.3e-05,-0.00035,0.000207
"748","Atrophy_MediatTemporal","ADNI_MEM","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000511,-0.000127,-0.000306,9.9e-05
"749","Atrophy_MediatTemporal","ADNI_EF","NL","bc","Tau to Atrophy to Cog","0",-0.000371,0.000302,-3e-05,0.000156
"750","Atrophy_MediatTemporal","ADNI_EF","EMCI","bc","Tau to Atrophy to Cog","0",-0.001134,6.3e-05,-0.000392,0.000311
"751","Atrophy_MediatTemporal","ADNI_EF","LMCI","bc","Tau to Atrophy to Cog","0",-0.001173,1e-05,-0.000386,0.000302
"752","Atrophy_MediatTemporal","ADNI_EF","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000625,-0.000103,-0.000323,0.000136
"753","Atrophy_ParahippoGyrus","ADNI_MEM","NL","bc","Tau to Atrophy to Cog","0",-0.00012,0.000165,1.6e-05,6.9e-05
"754","Atrophy_ParahippoGyrus","ADNI_MEM","EMCI","bc","Tau to Atrophy to Cog","0",-0.000506,5.3e-05,-0.000178,0.000141
"755","Atrophy_ParahippoGyrus","ADNI_MEM","LMCI","bc","Tau to Atrophy to Cog","1",-0.000918,-7.5e-05,-0.000413,0.000215
"756","Atrophy_ParahippoGyrus","ADNI_MEM","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000513,-0.000147,-0.000313,9.8e-05
"757","Atrophy_ParahippoGyrus","ADNI_EF","NL","bc","Tau to Atrophy to Cog","0",-0.000418,0.000173,-8.7e-05,0.000142
"758","Atrophy_ParahippoGyrus","ADNI_EF","EMCI","bc","Tau to Atrophy to Cog","0",-0.000524,0.000244,-8.6e-05,0.000185
"759","Atrophy_ParahippoGyrus","ADNI_EF","LMCI","bc","Tau to Atrophy to Cog","1",-0.001456,-8.9e-05,-0.000585,0.000347
"760","Atrophy_ParahippoGyrus","ADNI_EF","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000638,-8.1e-05,-0.000313,0.000142
"761","Atrophy_PostCingulate","ADNI_MEM","NL","bc","Tau to Atrophy to Cog","0",-0.000174,9.7e-05,-2.5e-05,7.1e-05
"762","Atrophy_PostCingulate","ADNI_MEM","EMCI","bc","Tau to Atrophy to Cog","0",-0.000155,0.000148,-3e-06,6.9e-05
"763","Atrophy_PostCingulate","ADNI_MEM","LMCI","bc","Tau to Atrophy to Cog","0",-0.000598,0.000177,-0.000177,0.000197
"764","Atrophy_PostCingulate","ADNI_MEM","TOTAL","bc","Tau to Atrophy to Cog","0",-0.000147,4e-05,-4.1e-05,4.9e-05
"765","Atrophy_PostCingulate","ADNI_EF","NL","bc","Tau to Atrophy to Cog","0",-0.000217,0.000256,1.1e-05,0.000113
"766","Atrophy_PostCingulate","ADNI_EF","EMCI","bc","Tau to Atrophy to Cog","0",-0.000202,0.000166,-7e-06,8.9e-05
"767","Atrophy_PostCingulate","ADNI_EF","LMCI","bc","Tau to Atrophy to Cog","0",-0.001693,2.8e-05,-0.000683,0.000455
"768","Atrophy_PostCingulate","ADNI_EF","TOTAL","bc","Tau to Atrophy to Cog","0",-0.000336,8e-06,-0.000123,9.3e-05
"769","Atrophy_SLF_PT","ADNI_MEM","NL","bc","Tau to Atrophy to Cog","0",-7.2e-05,0.000237,3.6e-05,7.9e-05
"770","Atrophy_SLF_PT","ADNI_MEM","EMCI","bc","Tau to Atrophy to Cog","0",-0.000411,0.000135,-9.7e-05,0.00013
"771","Atrophy_SLF_PT","ADNI_MEM","LMCI","bc","Tau to Atrophy to Cog","0",-0.000639,0.000118,-0.000202,0.000199
"772","Atrophy_SLF_PT","ADNI_MEM","TOTAL","bc","Tau to Atrophy to Cog","1",-0.000381,-4.8e-05,-0.000193,8.9e-05
